cell_specimen_id,MTG_cluster,MTG_subclass,MTG_Mapping,postPatch,rna_amplification_pass_fail,marker_sum_norm,quality_score,contam_sum,contaminationType,bootstrapping_probability,hemisphere,structure,donor_id,biological_sex,age,axon_bias_x,axon_bias_y,axon_depth_pc_0,axon_depth_pc_1,axon_depth_pc_2,axon_depth_pc_3,axon_depth_pc_4,axon_emd_with_basal_dendrite,axon_exit_distance,axon_exit_theta,axon_extent_x,axon_extent_y,axon_frac_above_basal_dendrite,axon_frac_below_basal_dendrite,axon_frac_intersect_basal_dendrite,axon_max_branch_order,axon_max_euclidean_distance,axon_max_path_distance,axon_mean_contraction,axon_num_branches,axon_soma_percentile_x,axon_soma_percentile_y,axon_total_length,basal_dendrite_bias_x,basal_dendrite_bias_y,basal_dendrite_calculate_number_of_stems,basal_dendrite_extent_x,basal_dendrite_extent_y,basal_dendrite_frac_above_axon,basal_dendrite_frac_below_axon,basal_dendrite_frac_intersect_axon,basal_dendrite_max_branch_order,basal_dendrite_max_euclidean_distance,basal_dendrite_max_path_distance,basal_dendrite_mean_contraction,basal_dendrite_mean_diameter,basal_dendrite_num_branches,basal_dendrite_soma_percentile_x,basal_dendrite_soma_percentile_y,basal_dendrite_stem_exit_down,basal_dendrite_stem_exit_side,basal_dendrite_stem_exit_up,basal_dendrite_total_length,basal_dendrite_total_surface_area,soma_aligned_dist_from_pia,soma_surface_area,axon_over_basal_dendrite_extent_x,axon_over_basal_dendrite_extent_y,axon_extent_x_over_y,basal_dendrite_extent_x_over_y,axon_over_basal_dendrite_ratio_xy,blowout_mv_qc,electrode_0_pa_qc,recording_date_qc,seal_gohm_qc,input_resistance_mohm_qc,initial_access_resistance_mohm_qc,input_access_resistance_ratio_qc,failed_ephys_qc,upstroke_downstroke_ratio_ramp,threshold_v_ramp,width_ramp,upstroke_ramp,downstroke_ramp,width_suprathresh_ramp,trough_v_ramp,threshold_i_ramp,postap_slope_ramp,fast_trough_deltav_ramp,peak_deltav_ramp,sag,sag_area,sag_tau,v_baseline,rheobase_i,fi_fit_slope,vm_for_sag,input_resistance,input_resistance_ss,tau,latency_rheo,avg_rate_rheo,mean_isi_rheo,upstroke_downstroke_ratio_rheo,threshold_v_rheo,peak_v_rheo,width_rheo,upstroke_rheo,downstroke_rheo,width_suprathresh_rheo,trough_v_rheo,fast_trough_v_rheo,postap_slope_rheo,fast_trough_v_last_rheo,adp_v_last_rheo,adapt_hero,avg_rate_hero,latency_hero,mean_isi_hero,median_isi_hero,isi_cv_hero,ir_late_hero,upstroke_downstroke_ratio_hero,threshold_v_hero,peak_v_hero,width_hero,upstroke_hero,downstroke_hero,width_suprathresh_hero,trough_v_hero,fast_trough_v_hero,postap_slope_hero,ahp_delay_ratio_hero,sag_depol,sag_area_depol,sag_tau_depol,adapt_mean,isi_cv_mean,ir_late_mean,avg_rate_max,isi_adapt_ratio,width_adapt_ratio,upstroke_adapt_ratio,downstroke_adapt_ratio,threshold_v_adapt_ratio,peak_v_adapt_ratio,ahp_delay_ratio_5spike,trough_slowdeltav_rheo,trough_slowdeltav_hero,fast_trough_deltav_rheo,fast_trough_deltav_hero,peak_deltav_rheo,peak_deltav_hero,first_isi_inv_rheo,first_isi_inv_hero,peak_ratio_chirp,peak_freq_chirp,X3db_freq_chirp,peak_impedance_chirp,low_freq_impedance_chirp,sync_freq_chirp,phase_peak_chirp,phase_low_chirp,total_inductive_phase_chirp
542089688,Inh L1-2 LAMP5 DBP,Lamp5,Inh L1-2 LAMP5 DBP,Outside-Out,Pass,1.263779424,0.494498912,0.24720726,Astrocyte,0.96,right,MTG,H16.03.008,M,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695521474,Inh L1-2 LAMP5 DBP,Lamp5,Inh L1-2 LAMP5 DBP,nucleus_present,Pass,1.155130423,0.409500713,0.589941524,Microglia,0.92,right,MTG,H18.03.010,M,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.795000076,43229.13483,1.190267904,385.78864,8.3392625,0.021616143,FALSE,3.177323144,-38.015625,0.0009,317.0428729,-99.78412501,0.00078,-66.34375,16.9375,-1.550942435,-18.32812881,74.04687691,0.094782494,0.928011016,0.088643348,-59.76627684,29.99999809,0.174999992,-98.28125763,336.5624547,306.6673576,0.021576298,0.0983,4,0.284053333,3.302897407,-35.28125381,40.56250381,0.00084,338.344236,-102.438615,0.00074,-63.37500381,-53.34375381,-1.48663623,-54.96875381,,0.034349592,11,0.02152,0.09748,0.09907,0.178662615,0.072684853,2.958936438,-35.5,37.93750381,0.00076,338.5946374,-114.4311966,0.00068,-57.15625381,-52.50000381,0.549771755,0.112792735,0.040776227,,,0.061129378,0.160319268,0.072684853,11,1.322494827,1.131578947,0.922413867,0.869195664,0.970070423,1.011532023,0.112792735,-10.03125,-4.65625,-18.0625,-17.00000381,75.84375763,73.43750381,4.284490146,14.78852411,1.001711249,0.400119236,3.701102929,0.576024115,0.575040102,0.400119236,-0.065588079,-0.065588079,0
857469556,Inh L1-2 LAMP5 DBP,Lamp5,Inh L1-2 LAMP5 DBP,nucleus_present,Pass,0.924110552,0.239969612,0.357555367,Microglia,0.92,right,SFG,H19.03.310,M,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-59.81499863,43580.81584,1.825329152,422.739104,15.923848,0.037668264,FALSE,3.275532031,-20.59107167,0.000788571,360.0717495,-109.9841133,0.000677143,-45.5919669,54.91071429,-1.225695048,-17.83571502,79.30268002,0.078873932,0.63039293,,-60.51222715,50,0.214655167,-89.82500458,232.8124195,220.2443253,0.011297065,0.13632,4,0.232313333,3.237455186,-23.04375076,55.46875381,0.00074,358.1887008,-110.638968,0.00066,-47.50000381,-39.01250458,-1.126449992,-38.74374771,,0.020928445,14,0.02956,0.071358462,0.07308,0.125592331,0.050721034,2.899495279,-23.00000191,55.00625229,0.00066,374.4631026,-129.1476849,0.00058,-42.06874847,-39.37500381,0.022829572,0.152608484,0.075290784,,,0.044967784,0.139585176,0.030494875,17,1.305112699,1.085714286,0.934785864,0.934918679,0.976190388,0.99456402,0.094878144,-8.487499237,-2.693744659,-15.96875381,-16.37500191,78.51250458,78.0062542,5.629362756,20.16129032,,,,,,,,,
732049175,Inh L1-2 LAMP5 DBP,Lamp5,Inh L1-2 LAMP5 DBP,nucleus_present,Pass,1.329958227,0.448985617,0.596153017,Microglia,0.84,right,MTG,H18.03.314,M,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.46749878,43320.06994,1.46859072,-272.22704,9.096065,-0.033413525,FALSE,3.016734908,-32.984375,0.00083,289.6810984,-96.02768849,0.00072,-54.92187881,63.56249809,-0.659625863,-16.45312691,70.3125,0.054673988,,,-66.92062302,50,0.231428571,-93.90625,222.3437428,202.7798408,0.020335912,0.12912,6,0.157568,2.998130901,-33.34375,37.21875381,0.0008,301.2785605,-100.4887946,0.00066,-57.46875381,-49.34375381,-0.773860563,-49.00000381,,0.005305401,15,0.03998,0.06472,0.06455,0.035030235,0.061651917,2.890913446,-33.53125381,36.78125,0.0007,315.3912566,-109.0974402,0.00062,-51.6875,-47.9375,-0.568793292,0.204868154,0.021076197,,,0.004149023,0.04784019,0.060247336,43,0.95025686,1,0.954643588,0.977941611,0.993439665,0.983207288,0.141282311,-8.125,-3.75,-16.00000381,-14.40624619,70.56250381,70.31250381,6.26566416,16.62786831,1.008866787,1.100327898,7.302176048,0.240254208,0.238142639,0.400119236,-0.160683021,-0.02477877,0
902487067,Inh L1-2 LAMP5 DBP,Lamp5,Inh L1-2 LAMP5 DBP,nucleus_present,Pass,1.167665203,0.544177084,1.8591946,Endothelial,0.84,left,TemL,H19.03.315,M,22,77.25462762,-75.75242438,2287.551846,-1589.670054,654.1179578,-3.04274186,244.2075764,3.359778141,16.8015992,0.510693332,776.886955,233.4657604,0.134509125,0.029022716,0.836468159,22,442.1642999,882.1398277,0.77626903,377,0.450912541,0.688229056,25135.7159,50.63876121,-61.42279331,10,119.7443495,119.3246698,0,0,1,5,100.5579252,138.6679768,0.877492808,0.732800658,40,0.347137637,0.546894032,0,1,0,1207.566189,2790.889994,72.50250766,527.753475,6.487879873,1.956559032,3.327626945,1.003517124,3.315964286,,13.84437466,43656.14381,2.545046784,601.77888,10.339327,0.017181273,FALSE,3.327087439,-35.01250331,0.000866667,356.5857689,-107.1912321,0.000753333,-57.26250203,29.70833206,-0.58315632,-17.22916412,83.69583893,0.05666402,0.436981172,0.173847275,-61.99400919,20,0.301724141,-98.05625916,306.2500954,319.2008889,0.017640183,0.25162,1,,3.314366012,-34.41875076,48.13124847,0.00086,351.0194343,-105.9084703,0.00074,-59.37500381,-52.69375229,-0.135367631,-52.69375229,,0.022144562,14,0.02506,0.070298462,0.0721,0.137045236,0.044795113,3.064970621,-35.14999771,44.83750153,0.00076,350.7707252,-114.445053,0.00066,-49.87500381,-49.56250381,-0.137066767,0.139041438,0.096477665,,,0.034511837,0.152363868,0.085103759,20,1.393683862,1.12195122,0.886955234,0.899303401,0.944936309,0.976104628,0.092715232,-6.681251526,-0.3125,-18.27500153,-14.4125061,82.54999924,79.98749924,,21.2585034,1.012976527,0.950283184,7.302176048,0.430799395,0.42528075,0.400119236,-0.114477098,-0.039333608,0
811830204,Inh L1-2 LAMP5 DBP,Lamp5,Inh L1-2 LAMP5 DBP,nucleus_present,Pass,1.06178793,0.331645107,0.485901403,Microglia,0.84,right,MTG,H19.03.302,M,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-59.52125168,43487.91865,2.84782464,257.373712,6.762254,0.026274066,FALSE,3.012656313,-42.0229187,0.000793333,332.2975219,-111.6225581,0.00074,-58.95833588,25.54166667,-1.142224753,-6.718748728,87.63333639,0.089080244,0.463933281,0.546883325,-60.10757319,29.99999809,0.178571424,-87.7562561,244.4687635,219.5573364,0.013123418,0.12092,4,0.27328,3.286904849,-35.40625,46.06874847,0.00082,334.0135179,-101.6194667,0.00074,-57.45625305,-47.58749771,-2.126252981,-48.49375153,,0.021573904,15,0.01714,0.06705,0.06865,0.149815918,0.113179074,2.839905811,-35.96250153,44.79375076,0.00068,341.751332,-120.3389671,0.00064,-49.08124924,-45.86249924,-0.687890962,0.153964194,0.033364218,,,0.03150515,0.135488342,0.077675799,15,1.182647386,1.135135135,0.907012217,0.873307665,0.984904166,0.979043137,0.136266094,-9.868755341,-3.21875,-12.18124771,-9.899997711,81.47499847,80.75625229,4.440497336,22.42152466,1.002085209,0.400119236,9.002682799,0.351175129,0.350444376,0.400119236,-0.02390698,-0.02390698,0
977186294,Inh L1-2 LAMP5 DBP,Lamp5,Inh L1-2 LAMP5 DBP,nucleus_present,Pass,1.015969339,0.316165825,0.516447982,Microglia,0.83,right,MTG,H19.03.321,M,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-57.63999939,43775.24398,3.394724096,647.794432,10.568057,0.016313905,FALSE,3.268685859,-46.4093771,0.000845,324.9304819,-99.45138687,0.000755,-64.01406193,17.65625,-0.214184478,-13.52968693,74.52656507,0.158782944,1.010124453,0.103024547,-69.26065122,20,0.297058825,-99.25,395.5182731,395.1261812,0.017145357,0.07062,7,0.140543333,3.288680805,-45.23125458,28.11874962,0.00082,329.368596,-100.1521934,0.00074,-62.5,-56.26250458,-0.61252525,-57.69374847,,0.023755895,21,0.01408,0.047058,0.04746,0.201907248,0.139262934,3.199583759,-43.83749771,29.08125114,0.00076,335.5250589,-104.8652213,0.00068,-55.45000458,-55.36875153,0.518710943,0.189303308,0.298945934,1.507452813,0.066634679,0.031422851,0.205904688,0.125371384,26,1.400870106,1.048780488,0.947087269,0.973084841,0.973193281,1.034896671,0.109711634,-6.237495422,-0.081253052,-11.03125,-11.53125381,73.3500042,72.91874886,10.36054704,43.66812227,,,,,,,,,
1010250639,Inh L1-2 LAMP5 DBP,Lamp5,Inh L1-2 LAMP5 DBP,nucleus_present,Pass,0.958054917,0.435561253,0.502162366,Endothelial,0.83,right,MTG,H20.06.351,M,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.54624939,43887.11635,2.03057088,546.814464,10.223203,0.018695926,FALSE,2.512860328,-33.56666946,0.000966667,213.4256592,-84.93899864,0.0008,-57.07291921,31.08333206,-0.847982223,-19.83749898,61.93750381,0.180226728,1.07250625,0.125963401,-64.78598429,26,0.366344601,-99.98124695,355.9061289,297.0860207,0.033128058,0.1501,1,,2.548846083,-34.58125305,23.89999962,0.00098,199.9755537,-78.45728899,0.00082,-57.16875076,-52.08750153,-0.804920027,-52.08750153,,0.029054199,20,0.01908,0.051145263,0.04836,0.256475135,0.206062291,2.381856083,-36.11874771,24.31250191,0.00078,229.9744449,-96.55261984,0.00068,-50.27500153,-49.90625381,-0.571818622,0.073114418,0.225435778,0.745526406,1.338968185,0.02288708,0.206374241,0.130379027,26,1.522279036,1.256410256,0.859576119,0.832376844,0.907077428,1.055012755,0.073114418,-5.081249237,-0.368747711,-17.50624847,-13.7875061,58.48125267,60.43124962,,36.57644477,1.003432274,0.400198498,2.451215803,0.797228813,0.794501841,0.400198498,0.007139765,0.007139765,0.000357165
701169770,Inh L1-2 LAMP5 DBP,Lamp5,Inh L1-2 LAMP5 DBP,nucleus_present,Pass,1.175027943,0.41642969,1.795415586,Microglia,0.78,left,FroL,H18.28.015,M,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43217.40772,,,,,TRUE,,,,,,,,,,,,0.072283208,0.113719116,,-63.4573874,50,0.55,-83.10658264,219.4034159,240.7557124,0.004521181,0.03195,6,0.13249,2.551612999,-34.99224472,68.57855225,0.00035,988.5310382,-387.4141723,0.00035,-51.98847961,-46.6146698,19.99557484,-46.55218124,-46.64591217,0.027329133,17,0.018,0.060615625,0.06435,0.20274369,0.124314442,1.949035127,-34.46110916,71.01551819,,884.1790259,-453.6496103,,-50.08264923,48.33303833,-36.86676268,0.116930572,0.122586675,0.556659521,,0.086842167,0.30809685,0.124314442,17,2.484375,,0.901390573,1.204838854,0.970535616,1.042824635,0.0542086,-5.373809814,-98.41568756,-11.62242508,82.79414749,103.570797,105.4766273,14.88095238,27.70083102,1.911312819,39.39609211,39.97879958,0.149227068,0.078075692,38.56003356,-1.316147804,0.483871222,0.0026335
840047328,Inh L1-2 LAMP5 DBP,Lamp5,Inh L1-2 LAMP5 DBP,nucleus_present,Pass,1.023377189,0.282624969,1.409094195,Astrocyte,0.77,right,MTG,H19.06.351,F,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.07187462,43546.01766,3.251741952,256.446064,8.872996,0.034599853,FALSE,3.827044308,-24.04583422,0.000793333,373.7128029,-97.71455508,0.000693333,-42.56666565,113.5416641,-0.552774727,-13.02500343,78.65416908,0.039760534,,,-59.79158936,70,0.2,-78.76875305,143.1249231,153.0748708,0.014096134,0.19302,2,0.37428,3.74979017,-25.63125038,55.41875076,0.00074,402.5847134,-107.361931,0.00068,-46.91250229,-37.86250305,-0.853273789,-38.08124924,,0.021538555,12,0.04142,0.086441818,0.0887,0.128513604,0.144340391,3.45439219,-25.36250114,54.88125229,0.00068,405.842265,-117.485868,0.00062,-42.62500381,-38.29375458,0.055392291,0.159826768,0.062196605,,,0.024993302,0.107480306,0.073010517,14,1.169393648,1.083333333,0.895607022,0.920580952,0.951372145,0.963962922,0.123696175,-9.049999237,-4.331249237,-12.23125267,-12.93125343,81.05000114,80.24375343,2.671796516,15.87805653,,,,,,,,,
1089235664,Inh L1-2 LAMP5 DBP,Lamp5,Inh L1-2 LAMP5 DBP,nucleus_present,Pass,0.880317575,0.362136573,0.870271494,Oligo.OPC,0.75,right,MTG,H21.29.190,M,68,149.4199654,-103.705487,192.1036565,893.1440788,-178.2310216,99.11899879,-157.0572993,5.286759608,0,0.463441841,706.1227572,190.6767944,0.013745704,0.204682131,0.781572165,12,475.4635385,983.8717948,0.567084651,109,0.475515464,0.858891753,12157.48041,4.079465719,-27.29872705,11,131.1803657,86.59750261,0,0,1,6,87.25979847,121.6461117,0.838618428,0.887851448,57,0.236334405,0.676045016,0.090909091,0.727272727,0.181818182,1681.322447,4688.408224,123.3721638,1096.507802,5.382838761,2.201874057,3.703244327,1.514828508,2.44466242,,2.378000021,43704.60414,,,,,TRUE,,,,,,,,,,,,0.074985519,0.749646797,1.119303829,-69.60566775,40,0.4,-96.59375,436.59392,429.0023294,0.019241229,0.19024,1,,2.66141756,-30.40625191,34.04375076,0.00128,158.4375161,-59.53125074,0.00116,-49.71875381,-40.65000153,-0.156307226,-40.65000153,,0.058905525,6,0.08148,0.15876,0.15412,0.154993019,0.193843098,2.609818939,-30.70000267,30.86250114,0.00124,157.8125171,-60.46876078,0.00112,-45.88750458,-39.80625534,-0.468730968,0.123709293,0.127699345,0.985557187,0.065760738,0.103423854,0.194755325,0.193843098,6,1.292675159,1.064516129,0.969306931,0.956072386,0.959079796,1.061360786,0.123709293,-9.068752289,-6.081249237,-10.24374962,-9.10625267,64.45000267,61.56250381,,7.966857871,,,,,,,,,
840079595,Inh L1-2 LAMP5 DBP,Lamp5,Inh L1-2 LAMP5 DBP,nucleus_present,Pass,0.929707889,0.481452193,0.517872382,Endothelial,0.73,right,MTG,H19.06.351,F,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.058125019,43546.07709,4.259669248,238.79976,8.734427,0.036576364,FALSE,3.543114766,-30.31666756,0.00072,423.1498977,-119.4301951,0.000633333,-52.94375102,89.58333333,-0.604740096,-15.79166857,81.60208448,0.053613864,,,-69.01591644,80,0.230000008,-86.56250763,127.3125112,124.4573564,0.012355316,0.12276,3,0.35296,3.432240613,-31.76875114,49.73125458,0.00068,435.124721,-126.7757043,0.0006,-53.80000305,-46.96875,-0.746819082,-47.16875458,,0.021594678,13,0.03696,0.074105,0.07359,0.129110887,0.0453284,3.108141043,-31.91874886,48.94375229,0.0006,437.9932085,-140.9180608,0.00056,-49.17500305,-46.08125305,-0.135319096,0.13345397,0.043506298,,,0.091584633,0.169025031,0.058987226,17,1.33062201,1.15625,0.889714838,0.856994235,0.948204057,0.96287955,0.120465666,-6.831253052,-3.09375,-15.19999886,-14.1625042,81.50000572,80.86250114,4.04596213,18.19505095,,,,,,,,,
855382319,Inh L2-6 LAMP5 CA1,Lamp5_Lhx6,Inh L2-6 LAMP5 CA1 (Igtp),nucleus_present,Pass,1.163822216,0.362024541,0.817638085,Microglia,1,right,SFG,H19.03.309,F,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.440625191,43575.04757,1.923457536,438.73168,9.469235,0.021583203,FALSE,2.590956563,-37.28749975,0.000866667,275.0277495,-106.1538444,0.00072,-61.54792023,15.79166698,-0.451468493,-23.51041794,70.82916768,0.111389548,1.098849219,0.146915095,-59.61887096,20,0.35,-100.2375031,305.1249087,258.9118127,0.02067728,0.07886,7,0.13575,2.76386442,-37.49375153,34.51875305,0.00086,290.1799633,-104.9906649,0.00072,-59.82500458,-59.47500229,-0.452173508,-59.58750153,,0.008727818,25,0.01404,0.0406625,0.0407,0.100597034,0.040505226,2.737815806,-38.75,33.09375,0.00078,300.3313385,-109.6974229,0.00068,-57.71875381,-57.52500153,0.355542456,0.059219381,0.015631387,,,0.011687051,0.084311893,0.058216801,32,1.088983696,1.023255814,0.920814952,1.003879363,0.961660278,0.982255933,0.027372765,-0.350002289,-0.193752289,-21.98125076,-18.77500153,72.01250458,71.84375,7.620789514,33.51206434,1.002631187,0.400119236,4.401311591,0.64986676,0.648161292,0.400119236,-0.10532093,-0.10532093,0
569883339,Inh L2-6 LAMP5 CA1,Lamp5_Lhx6,Inh L2-6 LAMP5 CA1 (Igtp),Nucleated,Pass,0.86392324,0.262751663,0.731188807,Microglia,0.95,right,MTG,H17.03.002,M,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-60.96250153,42781.09248,2.821795328,502.25584,11.230933,0.02236098,FALSE,2.24476111,-34.84375,0.0011,180.315575,-80.32728924,0.0009,-56.90625381,57.75,-1.383641967,-18.96875381,62.84375,0.108135805,0.608847578,229.1552022,-76.60811353,50,0.265912575,-100.6875,290.49474,262.3274117,0.021320089,0.09774,1,,2.255769114,-37.93750381,26.78125191,0.001,199.410982,-88.40043991,0.00084,-57.46875381,-54,-0.73272537,-54,,,1,0.04212,,,,,2.084651296,-41.46875,24.87500191,0.00092,194.6702504,-93.38264428,0.00082,-55.40625381,-54.28125381,-1.717111388,,0.065449983,0.352647305,,0.03173922,0.167733704,0.137738155,50,1.351035404,1.155555556,0.893017497,0.891934901,0.884036063,1.030892449,0.067245462,-3.468753815,-1.125,-16.06249619,-12.81250381,64.71875572,66.34375191,,,,,,,,,,,
835611255,Inh L1 SST CHRNA4,Sncg,Inh L1 SST CHRNA4 (ADARB2+),nucleus_present,Pass,1.190548672,0.453439224,0.383663414,Oligo.OPC,0.92,left,ITG,H19.03.306,F,21,95.08255155,-13.37191514,-134.298476,-434.6714952,-268.6423334,55.15419633,-406.0666248,6.252914663,11.35799813,0.60975555,675.4811213,142.0251796,0.028342112,0.566842237,0.404815651,14,391.8495428,682.5314057,0.75649728,99,0.248011928,0.773856859,6446.660408,1.990243736,26.32515563,5,187.3747718,52.13304373,0,0,1,4,184.5767024,215.4061772,0.864015424,0.638206411,13,0.468220339,0.150423729,0,0.8,0.2,768.2999476,1541.404027,86.03490604,365.8416032,3.604973684,2.724283284,4.756065954,3.594165205,1.323274163,,-4.841249943,43535.88132,1.703476224,790.369536,10.527572,0.01331981,FALSE,3.418817421,-41.30250015,0.000984,273.3198982,-79.97582107,0.000868,-55.66875076,13.15,-0.584312123,-13.48375168,74.98625107,0.238050044,1.960973594,0.126083464,-57.16330662,10,0.568260868,-101.5375061,462.6586139,345.7520242,0.016852139,0.04966,2,0.1718,3.303076845,-40.01875305,39.08124924,0.00088,315.2826108,-95.45118857,0.00078,-56.09999847,-54.49375153,-0.892897052,-54.875,,0.016720524,27,0.00848,0.036326154,0.03524,0.195517771,0.266643059,3.227620382,-42.80624771,35.01874924,0.00082,311.1662604,-96.40732911,0.00076,-52.93750381,-52.80625153,0.02988368,0.088415882,,,,0.027989665,0.133777212,0.231892302,34,2.217699661,1.341463415,0.691213667,0.703204539,0.851976834,0.890660099,0.068737725,-1.606246948,-0.131252289,-14.47499847,-10.00000381,79.10000229,77.82499695,5.820721769,47.39336493,,,,,,,,,
805729797,Inh L1 SST CHRNA4,Sncg,Inh L1 SST CHRNA4 (ADARB2+),nucleus_present,Pass,1.133490838,0.319514671,0.951225048,Microglia,0.91,left,MTG,H19.03.301,M,46,0.476306978,-49.1849181,597.3256047,-174.5092757,-136.172324,359.6622963,-470.159202,8.126298632,18.7465754,0.50028975,284.2679295,164.5072129,0.004105196,0.243104554,0.75279025,36,258.4057916,26.5179271,0.789985011,836,0.434252726,0.812957024,10518.23525,45.49883781,16.7802742,3,139.8218638,90.08074959,0,0,1,6,110.3713782,177.0740393,0.812910432,0.415306639,29,0.23953824,0.177489177,0.333333333,0.666666667,0,935.2084184,1219.955957,91.13665943,315.5067384,2.033072095,1.826219405,1.727996752,1.552183618,1.113268257,,18.54125023,43474.10362,1.598276608,768.089408,18.528238,0.024122502,FALSE,2.594210456,-35.87291845,0.000966667,217.7418058,-83.93512734,0.000826667,-56.1479187,15.16666635,-0.973095751,-15.73749669,64.26458613,0.184350416,1.604883438,0.143560814,-60.24670953,20,0.282112074,-101.625,424.0312874,353.1970499,0.017394049,0.05232,6,0.164064,2.640010988,-36.90625381,39.83749771,0.00078,294.8824815,-111.6974447,0.0007,-56.04375458,-52.23125076,-0.82598916,-49.23749924,,0.002229548,21,0.01128,0.049265,0.04892,0.112959735,0.081433225,2.36220975,-37.37500381,11.89375114,0.00092,157.8508398,-66.82338002,0.00084,-46.54375458,-45.82500458,-0.300847486,0.1412376,0.009930847,,,0.003530232,0.211088328,0.229013032,29,1.406137467,1.282051282,0.704781135,0.775732985,0.827942326,0.94085354,0.098679384,-3.812503815,-0.71875,-15.32499695,-8.450000763,76.74375153,49.26875496,7.833307222,25.87991718,,,,,,,,,
652081101,Inh L1 SST CHRNA4,Sncg,Inh L1 SST CHRNA4 (ADARB2+),nucleus_absent,Pass,1.210081422,0.446123218,0.364130236,Astrocyte,0.84,right,TemL,H17.06.015,M,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.72999954,43075.07611,1.196144,277.255968,13.376155,0.048244787,FALSE,3.194150257,-42.65625,0.001,285.2822939,-89.31398681,0.00086,-59.12500381,10.375,-1.698276379,-15.09375,79.25,0.194295168,1.416396875,0.089550357,-55.82866233,10,0.495833333,-102.46875,359.375,256.5509796,0.014378766,0.00976,8,0.114094286,2.97554461,-47.09375381,32.34375381,0.00094,273.8654093,-92.03875095,0.00086,-57.65625,-57.00000381,0.080238847,-55.4375,-55.81250381,0.066923721,8,0.00976,0.114094286,0.10954,0.266535967,0.507502207,2.97554461,-47.09375381,32.34375381,0.00094,273.8654093,-92.03875095,0.00086,-57.65625,-57.00000381,0.080238847,0.024818001,,,,0.029225108,0.167019095,0.201189751,49,1.51369863,1.14893617,0.683427273,0.878936947,0.970139271,0.828985468,0.024818001,-0.656246185,-0.656246185,-9.90625,-9.90625,79.43750763,79.43750763,12.69680041,12.69680041,,,,,,,,,
808989340,Inh L1 SST CHRNA4,Sncg,Inh L1 SST CHRNA4 (ADARB2+),nucleus_present,Pass,0.916714028,0.260014132,1.421988958,Astrocyte,0.81,left,MTG,H18.29.138,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031694129,Inh L1 SST CHRNA4,Sncg,Inh L1 SST CHRNA4 (ADARB2+),,Pass,0.545118171,0.173000292,1.126293595,Microglia,0.78,right,ParL,H20.28.012,F,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.99740601,43948.13544,,302.509952,25.294242,0.083614578,TRUE,2.501342489,-30.80075645,,900.6894607,-360.0824216,,43.683918,33.22822189,,,100.9701977,0.306457311,0.944283047,0.023347938,-56.22895749,50,0.276136364,-89.61925507,357.5701416,237.6126034,0.008544883,0.02426,2,0.00028,2.123864414,-30.70694733,77.45530701,,962.2139226,-453.0486581,,36.92963791,,,-50.28184509,-49.96914673,0.25535494,10,0.00828,0.09838,0.05936,0.819351943,,2.041220828,-30.86329651,78.86244202,,991.3489018,-485.6647003,,35.24106598,,,0.006482982,0.245163545,0.780069434,0.032877536,0.217102055,0.703294811,0.636682835,24,1,,0.692545182,0.464272528,0.890625009,0.806772818,0.028911001,,,,,108.1622543,109.7257385,3571.428571,3571.428571,1.101150513,4.332303377,12.03417605,0.909107506,0.825597823,0.405361719,-0.276305407,-0.000272842,0
